run,is_random,measure_type,kb,cache_lines,ms_per_cache_line,cycles_per_cache_line,instructions_per_cache_line,L1-dcache-loads_per_cache_line,branches_per_cache_line
3,0,cycles,16384,262144,,6.59128,,,
0,0,cycles,32768,524288,,7.56311,,,
1,0,cycles,32768,524288,,7.00614,,,
2,0,cycles,32768,524288,,7.16146,,,
3,0,cycles,32768,524288,,7.16174,,,
0,0,cycles,65536,1048576,,8.22186,,,
1,0,cycles,65536,1048576,,8.36037,,,
2,0,cycles,65536,1048576,,8.2084,,,
3,0,cycles,65536,1048576,,8.2743,,,
0,0,cycles,131072,2097152,,8.53692,,,
1,0,cycles,131072,2097152,,8.54133,,,
2,0,cycles,131072,2097152,,8.4911,,,
3,0,cycles,131072,2097152,,8.49502,,,
0,0,cycles,262144,4194304,,8.54415,,,
1,0,cycles,262144,4194304,,8.5546,,,
2,0,cycles,262144,4194304,,8.54409,,,
3,0,cycles,262144,4194304,,8.52764,,,
0,0,cycles,524288,8388608,,8.52958,,,
1,0,cycles,524288,8388608,,8.53977,,,
2,0,cycles,524288,8388608,,8.53672,,,
3,0,cycles,524288,8388608,,8.53578,,,
0,0,cycles,1048576,16777216,,8.53498,,,
1,0,cycles,1048576,16777216,,8.53904,,,
2,0,cycles,1048576,16777216,,8.55175,,,
3,0,cycles,1048576,16777216,,8.54477,,,
0,0,cycles,2097152,33554432,,8.54279,,,
1,0,cycles,2097152,33554432,,8.5492,,,
2,0,cycles,2097152,33554432,,8.54042,,,
3,0,cycles,2097152,33554432,,8.54193,,,
