run,is_random,measure_type,kb,cache_lines,ms_per_cache_line,cycles_per_cache_line,instructions_per_cache_line,L1-dcache-loads_per_cache_line,branches_per_cache_line
3,1,cycles,1024,16384,,4.6416,,,
0,1,cycles,2048,32768,,12.6049,,,
1,1,cycles,2048,32768,,8.75934,,,
2,1,cycles,2048,32768,,8.76392,,,
3,1,cycles,2048,32768,,8.75751,,,
0,1,cycles,4096,65536,,11.7949,,,
1,1,cycles,4096,65536,,9.79831,,,
2,1,cycles,4096,65536,,9.74457,,,
3,1,cycles,4096,65536,,9.98761,,,
0,1,cycles,8192,131072,,13.8375,,,
1,1,cycles,8192,131072,,10.3584,,,
2,1,cycles,8192,131072,,10.5041,,,
3,1,cycles,8192,131072,,10.3949,,,
0,1,cycles,16384,262144,,18.6984,,,
1,1,cycles,16384,262144,,17.7566,,,
2,1,cycles,16384,262144,,17.534,,,
3,1,cycles,16384,262144,,17.6155,,,
0,1,cycles,32768,524288,,28.1244,,,
1,1,cycles,32768,524288,,27.9112,,,
2,1,cycles,32768,524288,,27.9339,,,
3,1,cycles,32768,524288,,27.788,,,
0,1,cycles,65536,1048576,,32.5605,,,
1,1,cycles,65536,1048576,,32.5634,,,
2,1,cycles,65536,1048576,,32.5882,,,
3,1,cycles,65536,1048576,,32.8787,,,
0,1,cycles,131072,2097152,,35.461,,,
1,1,cycles,131072,2097152,,35.4674,,,
2,1,cycles,131072,2097152,,35.5756,,,
3,1,cycles,131072,2097152,,35.4157,,,
0,1,cycles,262144,4194304,,38.7676,,,
1,1,cycles,262144,4194304,,38.701,,,
2,1,cycles,262144,4194304,,39.2383,,,
3,1,cycles,262144,4194304,,38.7968,,,
0,1,cycles,524288,8388608,,42.9295,,,
1,1,cycles,524288,8388608,,42.9291,,,
2,1,cycles,524288,8388608,,42.9678,,,
3,1,cycles,524288,8388608,,42.8557,,,
0,1,cycles,1048576,16777216,,47.1475,,,
1,1,cycles,1048576,16777216,,47.0679,,,
2,1,cycles,1048576,16777216,,47.2276,,,
3,1,cycles,1048576,16777216,,47.0554,,,
0,1,cycles,2097152,33554432,,50.2494,,,
1,1,cycles,2097152,33554432,,50.2472,,,
2,1,cycles,2097152,33554432,,50.1832,,,
3,1,cycles,2097152,33554432,,50.1828,,,
0,0,cycles,1,16,,158.625,,,
1,0,cycles,1,16,,93.5,,,
2,0,cycles,1,16,,89.375,,,
3,0,cycles,1,16,,87.125,,,
0,0,cycles,2,32,,56.0625,,,
1,0,cycles,2,32,,45.3125,,,
2,0,cycles,2,32,,44.8125,,,
3,0,cycles,2,32,,44.8125,,,
0,0,cycles,4,64,,22.625,,,
1,0,cycles,4,64,,21.75,,,
2,0,cycles,4,64,,22.125,,,
3,0,cycles,4,64,,21.7812,,,
0,0,cycles,8,128,,12.125,,,
1,0,cycles,8,128,,11.9219,,,
2,0,cycles,8,128,,11.9531,,,
3,0,cycles,8,128,,12.1406,,,
0,0,cycles,16,256,,7.04688,,,
1,0,cycles,16,256,,6.92188,,,
2,0,cycles,16,256,,7.08594,,,
3,0,cycles,16,256,,7.0625,,,
0,0,cycles,32,512,,5.12109,,,
1,0,cycles,32,512,,5.62109,,,
2,0,cycles,32,512,,5.28906,,,
3,0,cycles,32,512,,5.05859,,,
0,0,cycles,64,1024,,4.7207,,,
1,0,cycles,64,1024,,4.40039,,,
2,0,cycles,64,1024,,4.41602,,,
3,0,cycles,64,1024,,4.36133,,,
0,0,cycles,128,2048,,4.27539,,,
1,0,cycles,128,2048,,3.31934,,,
2,0,cycles,128,2048,,3.2998,,,
3,0,cycles,128,2048,,3.34473,,,
0,0,cycles,256,4096,,3.354,,,
1,0,cycles,256,4096,,2.74707,,,
2,0,cycles,256,4096,,2.75684,,,
3,0,cycles,256,4096,,2.75586,,,
0,0,cycles,512,8192,,2.45264,,,
1,0,cycles,512,8192,,2.44482,,,
2,0,cycles,512,8192,,2.44873,,,
3,0,cycles,512,8192,,2.44873,,,
0,0,cycles,1024,16384,,6.56445,,,
1,0,cycles,1024,16384,,5.24194,,,
2,0,cycles,1024,16384,,5.18835,,,
3,0,cycles,1024,16384,,5.14001,,,
0,0,cycles,2048,32768,,11.9277,,,
1,0,cycles,2048,32768,,9.59418,,,
2,0,cycles,2048,32768,,9.62024,,,
3,0,cycles,2048,32768,,9.61633,,,
0,0,cycles,4096,65536,,10.8933,,,
1,0,cycles,4096,65536,,9.97913,,,
2,0,cycles,4096,65536,,9.974,,,
3,0,cycles,4096,65536,,10.1293,,,
0,0,cycles,8192,131072,,10.9496,,,
1,0,cycles,8192,131072,,10.1625,,,
2,0,cycles,8192,131072,,10.185,,,
3,0,cycles,8192,131072,,10.1844,,,
0,0,cycles,16384,262144,,11.6907,,,
1,0,cycles,16384,262144,,11.5062,,,
2,0,cycles,16384,262144,,11.3857,,,
3,0,cycles,16384,262144,,11.3008,,,
0,0,cycles,32768,524288,,14.6452,,,
1,0,cycles,32768,524288,,14.5727,,,
2,0,cycles,32768,524288,,14.6136,,,
3,0,cycles,32768,524288,,14.4587,,,
0,0,cycles,65536,1048576,,16.0213,,,
1,0,cycles,65536,1048576,,16.1513,,,
2,0,cycles,65536,1048576,,15.7339,,,
3,0,cycles,65536,1048576,,15.7544,,,
0,0,cycles,131072,2097152,,16.4885,,,
1,0,cycles,131072,2097152,,16.4734,,,
2,0,cycles,131072,2097152,,16.5121,,,
3,0,cycles,131072,2097152,,16.5127,,,
0,0,cycles,262144,4194304,,16.9947,,,
1,0,cycles,262144,4194304,,17.1324,,,
2,0,cycles,262144,4194304,,17.0451,,,
3,0,cycles,262144,4194304,,17.0465,,,
0,0,cycles,524288,8388608,,17.2273,,,
1,0,cycles,524288,8388608,,17.1811,,,
2,0,cycles,524288,8388608,,17.1886,,,
3,0,cycles,524288,8388608,,17.1943,,,
0,0,cycles,1048576,16777216,,17.2247,,,
1,0,cycles,1048576,16777216,,17.2207,,,
2,0,cycles,1048576,16777216,,17.2421,,,
3,0,cycles,1048576,16777216,,17.2188,,,
0,0,cycles,2097152,33554432,,17.2092,,,
1,0,cycles,2097152,33554432,,17.2744,,,
2,0,cycles,2097152,33554432,,17.1816,,,
3,0,cycles,2097152,33554432,,17.2053,,,
