run,is_random,measure_type,kb,cache_lines,ms_per_cache_line,cycles_per_cache_line,instructions_per_cache_line,L1-dcache-loads_per_cache_line,branches_per_cache_line
3,1,cycles,128,2048,,2.3042,,,
0,1,cycles,256,4096,,2.3042,,,
1,1,cycles,256,4096,,2.3042,,,
2,1,cycles,256,4096,,2.3042,,,
3,1,cycles,256,4096,,2.31226,,,
0,1,cycles,512,8192,,4.31836,,,
1,1,cycles,512,8192,,2.77148,,,
2,1,cycles,512,8192,,3.14612,,,
3,1,cycles,512,8192,,2.60632,,,
0,1,cycles,1024,16384,,9.70221,,,
1,1,cycles,1024,16384,,4.6507,,,
2,1,cycles,1024,16384,,3.52881,,,
3,1,cycles,1024,16384,,3.32538,,,
0,1,cycles,2048,32768,,18.8868,,,
1,1,cycles,2048,32768,,9.20975,,,
2,1,cycles,2048,32768,,9.26111,,,
3,1,cycles,2048,32768,,4.04846,,,
0,1,cycles,4096,65536,,19.0293,,,
1,1,cycles,4096,65536,,11.0673,,,
2,1,cycles,4096,65536,,6.5007,,,
3,1,cycles,4096,65536,,4.55301,,,
0,1,cycles,8192,131072,,22.7771,,,
1,1,cycles,8192,131072,,5.98684,,,
2,1,cycles,8192,131072,,5.75521,,,
3,1,cycles,8192,131072,,6.59889,,,
0,1,cycles,16384,262144,,33.8691,,,
1,1,cycles,16384,262144,,26.8208,,,
2,1,cycles,16384,262144,,25.4738,,,
3,1,cycles,16384,262144,,26.9675,,,
0,1,cycles,32768,524288,,31.1058,,,
1,1,cycles,32768,524288,,29.9512,,,
2,1,cycles,32768,524288,,33.7963,,,
3,1,cycles,32768,524288,,32.9451,,,
0,1,cycles,65536,1048576,,35.0249,,,
1,1,cycles,65536,1048576,,33.1719,,,
2,1,cycles,65536,1048576,,44.2709,,,
3,1,cycles,65536,1048576,,32.6012,,,
0,1,cycles,131072,2097152,,35.9676,,,
1,1,cycles,131072,2097152,,34.5172,,,
2,1,cycles,131072,2097152,,37.1005,,,
3,1,cycles,131072,2097152,,35.0907,,,
0,1,cycles,262144,4194304,,37.2075,,,
1,1,cycles,262144,4194304,,37.3904,,,
2,1,cycles,262144,4194304,,37.1331,,,
3,1,cycles,262144,4194304,,36.9682,,,
0,1,cycles,524288,8388608,,40.4915,,,
1,1,cycles,524288,8388608,,40.5168,,,
2,1,cycles,524288,8388608,,40.9689,,,
3,1,cycles,524288,8388608,,40.0819,,,
0,1,cycles,1048576,16777216,,42.633,,,
1,1,cycles,1048576,16777216,,42.1642,,,
2,1,cycles,1048576,16777216,,42.8451,,,
3,1,cycles,1048576,16777216,,42.5571,,,
0,1,cycles,2097152,33554432,,47.0435,,,
1,1,cycles,2097152,33554432,,47.3359,,,
2,1,cycles,2097152,33554432,,46.9491,,,
3,1,cycles,2097152,33554432,,46.6108,,,
0,0,cycles,1,16,,57.75,,,
1,0,cycles,1,16,,41.25,,,
2,0,cycles,1,16,,18.5625,,,
3,0,cycles,1,16,,12.375,,,
0,0,cycles,2,32,,9.28125,,,
1,0,cycles,2,32,,7.21875,,,
2,0,cycles,2,32,,8.25,,,
3,0,cycles,2,32,,8.25,,,
0,0,cycles,4,64,,5.67188,,,
1,0,cycles,4,64,,4.64062,,,
2,0,cycles,4,64,,4.64062,,,
3,0,cycles,4,64,,5.67188,,,
0,0,cycles,8,128,,8.76562,,,
1,0,cycles,8,128,,2.83594,,,
2,0,cycles,8,128,,3.35156,,,
3,0,cycles,8,128,,3.09375,,,
0,0,cycles,16,256,,2.83594,,,
1,0,cycles,16,256,,2.57812,,,
2,0,cycles,16,256,,2.83594,,,
3,0,cycles,16,256,,2.96484,,,
0,0,cycles,32,512,,3.0293,,,
1,0,cycles,32,512,,3.0293,,,
2,0,cycles,32,512,,2.77148,,,
3,0,cycles,32,512,,3.28711,,,
0,0,cycles,64,1024,,2.93262,,,
1,0,cycles,64,1024,,2.90039,,,
2,0,cycles,64,1024,,2.96484,,,
3,0,cycles,64,1024,,2.96484,,,
0,0,cycles,128,2048,,2.81982,,,
1,0,cycles,128,2048,,2.85205,,,
2,0,cycles,128,2048,,2.81982,,,
3,0,cycles,128,2048,,2.69092,,,
0,0,cycles,256,4096,,2.71509,,,
1,0,cycles,256,4096,,2.77148,,,
2,0,cycles,256,4096,,2.57812,,,
3,0,cycles,256,4096,,2.52979,,,
0,0,cycles,512,8192,,2.94873,,,
1,0,cycles,512,8192,,2.95679,,,
2,0,cycles,512,8192,,2.86414,,,
3,0,cycles,512,8192,,2.73523,,,
0,0,cycles,1024,16384,,3.32135,,,
1,0,cycles,1024,16384,,3.37372,,,
2,0,cycles,1024,16384,,3.68591,,,
3,0,cycles,1024,16384,,3.1864,,,
0,0,cycles,2048,32768,,3.30322,,,
1,0,cycles,2048,32768,,2.88327,,,
2,0,cycles,2048,32768,,2.8732,,,
3,0,cycles,2048,32768,,3.64462,,,
0,0,cycles,4096,65536,,2.8727,,,
1,0,cycles,4096,65536,,2.89838,,,
2,0,cycles,4096,65536,,3.77,,,
3,0,cycles,4096,65536,,4.31937,,,
0,0,cycles,8192,131072,,3.32211,,,
1,0,cycles,8192,131072,,3.17558,,,
2,0,cycles,8192,131072,,2.96635,,,
3,0,cycles,8192,131072,,2.94949,,,
0,0,cycles,16384,262144,,7.01582,,,
1,0,cycles,16384,262144,,7.42117,,,
2,0,cycles,16384,262144,,7.12522,,,
3,0,cycles,16384,262144,,5.75106,,,
0,0,cycles,32768,524288,,8.26976,,,
1,0,cycles,32768,524288,,8.65554,,,
2,0,cycles,32768,524288,,8.78652,,,
3,0,cycles,32768,524288,,7.57589,,,
0,0,cycles,65536,1048576,,9.6799,,,
1,0,cycles,65536,1048576,,8.71382,,,
2,0,cycles,65536,1048576,,9.43184,,,
3,0,cycles,65536,1048576,,8.46671,,,
0,0,cycles,131072,2097152,,8.08169,,,
1,0,cycles,131072,2097152,,8.09939,,,
2,0,cycles,131072,2097152,,8.78452,,,
3,0,cycles,131072,2097152,,7.51974,,,
0,0,cycles,262144,4194304,,8.22968,,,
1,0,cycles,262144,4194304,,8.49305,,,
2,0,cycles,262144,4194304,,8.19967,,,
3,0,cycles,262144,4194304,,8.23489,,,
0,0,cycles,524288,8388608,,7.98359,,,
1,0,cycles,524288,8388608,,7.88602,,,
2,0,cycles,524288,8388608,,7.91397,,,
3,0,cycles,524288,8388608,,8.61701,,,
0,0,cycles,1048576,16777216,,7.54427,,,
1,0,cycles,1048576,16777216,,7.79475,,,
2,0,cycles,1048576,16777216,,7.71215,,,
3,0,cycles,1048576,16777216,,7.313,,,
0,0,cycles,2097152,33554432,,7.69511,,,
1,0,cycles,2097152,33554432,,7.38219,,,
2,0,cycles,2097152,33554432,,7.60445,,,
3,0,cycles,2097152,33554432,,7.47909,,,
